age,gender,occupation,education,hometown,marital status,spouse moving status,spouse employment status,security,schooling,house rent,distance from HT,satisfaction
41 or above,prefer not to disclose,Medical,"Medical, Biological, Chemical","Bogra,277",Married,No,Other,1.0,0.33,1.0,1.0,5.0
41 or above,prefer not to disclose,Medical,"Medical, Biological, Chemical","Bogra,277",Married,No,Other,0.66,1.0,0.33,0.66,4.0
41 or above,prefer not to disclose,Medical,"Medical, Biological, Chemical","Bogra,277",Married,No,Other,0.66,0.66,0.66,1.0,5.0
20 - 25,female,Other,Business,"Bagerhat,298",Married,No,Science,0.66,0.33,1.0,0.33,4.0
20 - 25,female,Other,Business,"Bagerhat,298",Married,No,Science,0.66,0.33,0.33,0.66,3.0
20 - 25,female,Other,Business,"Bagerhat,298",Married,No,Science,1.0,0.66,0.33,0.66,4.0
41 or above,female,Student,Business,"Narsingdi,84",Married,No,Business,0.66,0.33,0.33,0.66,4.0
41 or above,female,Student,Business,"Narsingdi,84",Married,No,Business,0.66,0.33,1.0,1.0,5.0
41 or above,female,Student,Business,"Narsingdi,84",Married,No,Business,1.0,1.0,1.0,0.33,5.0
36 - 40,female,Business,Business,"Satkhira,356",Married,No,Social,0.33,0.66,0.66,0.33,3.0
36 - 40,female,Business,Business,"Satkhira,356",Married,No,Social,1.0,0.33,0.66,1.0,5.0
36 - 40,female,Business,Business,"Satkhira,356",Married,No,Social,1.0,0.33,0.33,0.66,4.0
26 - 30,male,Business,Business,"Lalmonirhat,315",Unmarried,not married,I am not married,1.0,0.66,1.0,0.33,5.0
26 - 30,male,Business,Business,"Lalmonirhat,315",Unmarried,not married,I am not married,1.0,0.33,1.0,1.0,5.0
26 - 30,male,Business,Business,"Lalmonirhat,315",Unmarried,not married,I am not married,0.33,0.66,0.33,1.0,3.0
26 - 30,prefer not to disclose,Student,Science,"Rajshahi,255",Unmarried,not married,I am not married,0.33,1.0,0.66,0.66,4.0
26 - 30,prefer not to disclose,Student,Science,"Rajshahi,255",Unmarried,not married,I am not married,1.0,0.33,0.33,1.0,3.0
26 - 30,prefer not to disclose,Student,Science,"Rajshahi,255",Unmarried,not married,I am not married,0.33,1.0,0.66,0.66,4.0
36 - 40,female,Engineering and IT,Engineering,"Netrokona,103",Unmarried,not married,I am not married,0.66,0.33,0.66,0.66,3.0
36 - 40,female,Engineering and IT,Engineering,"Netrokona,103",Unmarried,not married,I am not married,0.66,0.66,0.33,0.66,3.0
36 - 40,female,Engineering and IT,Engineering,"Netrokona,103",Unmarried,not married,I am not married,0.33,0.33,1.0,1.0,4.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Dhaka,354",Married,Spouce does not work,Business,0.33,0.33,1.0,0.66,4.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Dhaka,354",Married,Spouce does not work,Business,1.0,0.66,1.0,0.33,4.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Dhaka,354",Married,Spouce does not work,Business,0.33,1.0,0.33,0.33,3.0
20 - 25,male,Other,Business,"Munshiganj,233",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,1.0,0.66,5.0
20 - 25,male,Other,Business,"Munshiganj,233",Married,Yes,"Medical, Biological, Chemical",0.66,0.66,0.33,0.33,3.0
20 - 25,male,Other,Business,"Munshiganj,233",Married,Yes,"Medical, Biological, Chemical",0.66,1.0,0.33,0.33,4.0
20 - 25,prefer not to disclose,Student,Social,"Lakshmipur,293",Married,Yes,"Medical, Biological, Chemical",0.66,0.33,1.0,0.33,4.0
20 - 25,prefer not to disclose,Student,Social,"Lakshmipur,293",Married,Yes,"Medical, Biological, Chemical",0.33,1.0,1.0,1.0,5.0
20 - 25,prefer not to disclose,Student,Social,"Lakshmipur,293",Married,Yes,"Medical, Biological, Chemical",0.66,0.66,0.66,0.33,4.0
31 - 35,male,Other,Business,"Feni,145",Married,Spouce does not work,"Medical, Biological, Chemical",1.0,0.33,0.33,0.33,3.0
31 - 35,male,Other,Business,"Feni,145",Married,Spouce does not work,"Medical, Biological, Chemical",1.0,0.66,0.33,0.66,4.0
31 - 35,male,Other,Business,"Feni,145",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,1.0,0.33,0.33,3.0
36 - 40,female,Other,Science,"Bandarban,51",Unmarried,not married,I am not married,1.0,0.66,1.0,1.0,5.0
36 - 40,female,Other,Science,"Bandarban,51",Unmarried,not married,I am not married,0.33,1.0,1.0,0.66,5.0
36 - 40,female,Other,Science,"Bandarban,51",Unmarried,not married,I am not married,1.0,0.66,0.33,0.33,4.0
36 - 40,female,Engineering and IT,Engineering,"Gazipur,54",Married,Spouce does not work,Other,0.33,0.33,0.66,0.66,3.0
36 - 40,female,Engineering and IT,Engineering,"Gazipur,54",Married,Spouce does not work,Other,0.66,0.66,0.66,1.0,5.0
36 - 40,female,Engineering and IT,Engineering,"Gazipur,54",Married,Spouce does not work,Other,1.0,1.0,0.33,1.0,5.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Narayanganj,464",Married,Yes,"Medical, Biological, Chemical",0.33,0.66,0.66,0.33,3.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Narayanganj,464",Married,Yes,"Medical, Biological, Chemical",0.33,1.0,1.0,1.0,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Narayanganj,464",Married,Yes,"Medical, Biological, Chemical",1.0,0.66,1.0,0.66,5.0
31 - 35,prefer not to disclose,Academia,Social,"Comilla,343",Married,Spouce does not work,Engineering,0.33,0.66,0.66,0.66,4.0
31 - 35,prefer not to disclose,Academia,Social,"Comilla,343",Married,Spouce does not work,Engineering,0.33,1.0,0.66,0.33,3.0
31 - 35,prefer not to disclose,Academia,Social,"Comilla,343",Married,Spouce does not work,Engineering,0.66,1.0,0.33,1.0,5.0
26 - 30,male,Engineering and IT,Engineering,"Netrokona,272",Unmarried,not married,I am not married,1.0,1.0,0.33,0.33,4.0
26 - 30,male,Engineering and IT,Engineering,"Netrokona,272",Unmarried,not married,I am not married,0.33,0.66,0.33,0.33,3.0
26 - 30,male,Engineering and IT,Engineering,"Netrokona,272",Unmarried,not married,I am not married,1.0,0.66,1.0,0.66,5.0
20 - 25,male,Academia,Social,"Bogra,271",Married,Spouce does not work,Science,1.0,1.0,1.0,0.66,5.0
20 - 25,male,Academia,Social,"Bogra,271",Married,Spouce does not work,Science,1.0,1.0,1.0,0.66,5.0
20 - 25,male,Academia,Social,"Bogra,271",Married,Spouce does not work,Science,0.33,0.66,0.66,0.33,3.0
20 - 25,male,Medical,"Medical, Biological, Chemical","Sylhet,26",Unmarried,not married,I am not married,0.33,0.33,0.33,0.33,2.0
20 - 25,male,Medical,"Medical, Biological, Chemical","Sylhet,26",Unmarried,not married,I am not married,0.66,1.0,0.33,1.0,4.0
20 - 25,male,Medical,"Medical, Biological, Chemical","Sylhet,26",Unmarried,not married,I am not married,1.0,0.33,0.33,0.66,3.0
31 - 35,male,Business,Social,"Panchagarh,337",Unmarried,not married,I am not married,0.66,0.33,1.0,0.66,4.0
31 - 35,male,Business,Social,"Panchagarh,337",Unmarried,not married,I am not married,0.33,0.33,0.33,0.66,2.0
31 - 35,male,Business,Social,"Panchagarh,337",Unmarried,not married,I am not married,1.0,1.0,0.33,1.0,4.0
36 - 40,prefer not to disclose,Student,Science,"Magura,306",Unmarried,not married,I am not married,0.66,0.66,1.0,0.66,5.0
36 - 40,prefer not to disclose,Student,Science,"Magura,306",Unmarried,not married,I am not married,1.0,1.0,0.33,1.0,4.0
36 - 40,prefer not to disclose,Student,Science,"Magura,306",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
31 - 35,male,Student,Science,"Sherpur,259",Unmarried,not married,I am not married,0.33,1.0,0.66,0.66,4.0
31 - 35,male,Student,Science,"Sherpur,259",Unmarried,not married,I am not married,0.66,1.0,0.33,1.0,4.0
31 - 35,male,Student,Science,"Sherpur,259",Unmarried,not married,I am not married,1.0,1.0,0.66,0.66,5.0
26 - 30,prefer not to disclose,Engineering and IT,Engineering,"Lakshmipur,158",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.66,0.33,0.66,3.0
26 - 30,prefer not to disclose,Engineering and IT,Engineering,"Lakshmipur,158",Married,Spouce does not work,"Medical, Biological, Chemical",0.66,0.33,0.33,1.0,4.0
26 - 30,prefer not to disclose,Engineering and IT,Engineering,"Lakshmipur,158",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.33,1.0,1.0,4.0
41 or above,female,Engineering and IT,Engineering,"Comilla,144",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,4.0
41 or above,female,Engineering and IT,Engineering,"Comilla,144",Unmarried,not married,I am not married,1.0,1.0,1.0,0.33,5.0
41 or above,female,Engineering and IT,Engineering,"Comilla,144",Unmarried,not married,I am not married,0.66,0.33,0.66,0.66,3.0
41 or above,female,Business,Social,"Habiganj,261",Married,Spouce does not work,Science,1.0,0.66,0.33,0.66,4.0
41 or above,female,Business,Social,"Habiganj,261",Married,Spouce does not work,Science,1.0,0.66,1.0,0.33,5.0
41 or above,female,Business,Social,"Habiganj,261",Married,Spouce does not work,Science,0.33,0.66,0.66,0.33,3.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Pabna,437",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,1.0,1.0,0.66,5.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Pabna,437",Married,Spouce does not work,"Medical, Biological, Chemical",1.0,1.0,0.33,0.66,4.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Pabna,437",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.33,1.0,0.33,3.0
26 - 30,female,Student,Social,"Khagrachhari,435",Unmarried,not married,I am not married,0.33,0.33,1.0,0.33,4.0
26 - 30,female,Student,Social,"Khagrachhari,435",Unmarried,not married,I am not married,0.33,0.66,1.0,0.66,4.0
26 - 30,female,Student,Social,"Khagrachhari,435",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,5.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Habiganj,473",Unmarried,not married,I am not married,1.0,1.0,0.33,0.33,4.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Habiganj,473",Unmarried,not married,I am not married,0.66,1.0,0.66,0.33,4.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Habiganj,473",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
41 or above,prefer not to disclose,Medical,"Medical, Biological, Chemical","Manikganj,157",Married,Yes,Other,0.66,0.33,0.33,0.66,4.0
41 or above,prefer not to disclose,Medical,"Medical, Biological, Chemical","Manikganj,157",Married,Yes,Other,1.0,0.33,1.0,0.33,5.0
41 or above,prefer not to disclose,Medical,"Medical, Biological, Chemical","Manikganj,157",Married,Yes,Other,1.0,0.66,1.0,0.33,4.0
20 - 25,prefer not to disclose,Business,Social,"Khulna,186",Unmarried,not married,I am not married,1.0,0.33,0.33,0.33,3.0
20 - 25,prefer not to disclose,Business,Social,"Khulna,186",Unmarried,not married,I am not married,0.33,0.66,0.66,0.33,4.0
20 - 25,prefer not to disclose,Business,Social,"Khulna,186",Unmarried,not married,I am not married,1.0,0.33,1.0,0.66,5.0
41 or above,prefer not to disclose,Student,Science,"Bandarban,420",Married,Spouce does not work,Social,0.33,1.0,1.0,0.33,4.0
41 or above,prefer not to disclose,Student,Science,"Bandarban,420",Married,Spouce does not work,Social,1.0,1.0,0.33,1.0,5.0
41 or above,prefer not to disclose,Student,Science,"Bandarban,420",Married,Spouce does not work,Social,0.33,0.33,1.0,0.33,3.0
20 - 25,prefer not to disclose,Academia,Business,"Netrokona,1",Married,Spouce does not work,Other,1.0,0.33,0.66,1.0,4.0
20 - 25,prefer not to disclose,Academia,Business,"Netrokona,1",Married,Spouce does not work,Other,0.66,0.33,1.0,0.66,4.0
20 - 25,prefer not to disclose,Academia,Business,"Netrokona,1",Married,Spouce does not work,Other,1.0,0.33,0.66,1.0,4.0
36 - 40,prefer not to disclose,Other,Social,"Sylhet,70",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
36 - 40,prefer not to disclose,Other,Social,"Sylhet,70",Unmarried,not married,I am not married,0.33,1.0,0.66,0.66,4.0
36 - 40,prefer not to disclose,Other,Social,"Sylhet,70",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Joypurhat,373",Unmarried,not married,I am not married,0.33,0.33,0.66,1.0,3.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Joypurhat,373",Unmarried,not married,I am not married,1.0,1.0,0.33,1.0,4.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Joypurhat,373",Unmarried,not married,I am not married,1.0,1.0,0.66,1.0,5.0
41 or above,female,Medical,"Medical, Biological, Chemical","Dinajpur,146",Unmarried,not married,I am not married,0.66,0.66,1.0,0.33,4.0
41 or above,female,Medical,"Medical, Biological, Chemical","Dinajpur,146",Unmarried,not married,I am not married,1.0,0.33,0.66,0.33,4.0
41 or above,female,Medical,"Medical, Biological, Chemical","Dinajpur,146",Unmarried,not married,I am not married,0.33,0.33,1.0,0.66,4.0
36 - 40,prefer not to disclose,Student,Social,"Kishoreganj,183",Married,Spouce does not work,Science,0.66,1.0,1.0,1.0,5.0
36 - 40,prefer not to disclose,Student,Social,"Kishoreganj,183",Married,Spouce does not work,Science,0.66,1.0,1.0,0.33,4.0
36 - 40,prefer not to disclose,Student,Social,"Kishoreganj,183",Married,Spouce does not work,Science,0.33,1.0,0.66,0.33,4.0
41 or above,female,Academia,Science,"Comilla,213",Married,Yes,"Medical, Biological, Chemical",0.33,1.0,1.0,1.0,5.0
41 or above,female,Academia,Science,"Comilla,213",Married,Yes,"Medical, Biological, Chemical",0.33,0.33,0.66,1.0,4.0
41 or above,female,Academia,Science,"Comilla,213",Married,Yes,"Medical, Biological, Chemical",0.66,0.33,0.33,0.66,3.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Bogra,165",Married,Spouce does not work,Other,0.33,0.33,0.33,1.0,3.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Bogra,165",Married,Spouce does not work,Other,0.66,0.33,1.0,0.33,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Bogra,165",Married,Spouce does not work,Other,1.0,1.0,1.0,0.33,5.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Rajbari,330",Unmarried,not married,I am not married,1.0,0.66,0.33,0.66,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Rajbari,330",Unmarried,not married,I am not married,0.66,1.0,0.66,1.0,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Rajbari,330",Unmarried,not married,I am not married,1.0,1.0,0.33,1.0,5.0
36 - 40,male,Other,Business,"Munshiganj,331",Married,No,Engineering,0.33,1.0,0.33,0.33,3.0
36 - 40,male,Other,Business,"Munshiganj,331",Married,No,Engineering,1.0,0.66,1.0,0.66,5.0
36 - 40,male,Other,Business,"Munshiganj,331",Married,No,Engineering,1.0,0.33,1.0,1.0,5.0
36 - 40,prefer not to disclose,Student,Business,"Patuakhali,219",Married,Spouce does not work,Social,0.66,0.66,0.33,1.0,4.0
36 - 40,prefer not to disclose,Student,Business,"Patuakhali,219",Married,Spouce does not work,Social,1.0,1.0,1.0,0.66,5.0
36 - 40,prefer not to disclose,Student,Business,"Patuakhali,219",Married,Spouce does not work,Social,0.33,0.33,0.66,1.0,4.0
41 or above,female,Student,Social,"Manikganj,2",Married,Yes,Business,0.33,0.66,0.66,1.0,4.0
41 or above,female,Student,Social,"Manikganj,2",Married,Yes,Business,0.33,0.33,1.0,0.66,4.0
41 or above,female,Student,Social,"Manikganj,2",Married,Yes,Business,0.66,1.0,1.0,1.0,5.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Dinajpur,15",Married,No,Science,0.66,0.33,0.66,0.66,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Dinajpur,15",Married,No,Science,0.33,0.33,0.33,1.0,3.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Dinajpur,15",Married,No,Science,1.0,0.33,1.0,0.66,5.0
20 - 25,male,Student,Social,"Lakshmipur,75",Married,Spouce does not work,Business,0.33,0.66,1.0,1.0,5.0
20 - 25,male,Student,Social,"Lakshmipur,75",Married,Spouce does not work,Business,0.33,0.33,0.66,1.0,4.0
20 - 25,male,Student,Social,"Lakshmipur,75",Married,Spouce does not work,Business,0.66,0.33,0.33,0.66,3.0
36 - 40,male,Other,Social,"Patuakhali,404",Unmarried,not married,I am not married,1.0,1.0,0.66,1.0,5.0
36 - 40,male,Other,Social,"Patuakhali,404",Unmarried,not married,I am not married,1.0,0.33,0.33,1.0,3.0
36 - 40,male,Other,Social,"Patuakhali,404",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
31 - 35,male,Other,Science,"Shariatpur,351",Married,Spouce does not work,Business,0.33,0.66,0.66,1.0,4.0
31 - 35,male,Other,Science,"Shariatpur,351",Married,Spouce does not work,Business,0.33,1.0,1.0,1.0,5.0
31 - 35,male,Other,Science,"Shariatpur,351",Married,Spouce does not work,Business,1.0,0.66,0.33,0.33,4.0
41 or above,female,Other,Business,"Rangpur,225",Married,Yes,Other,0.33,0.33,0.66,0.66,3.0
41 or above,female,Other,Business,"Rangpur,225",Married,Yes,Other,1.0,0.33,0.33,1.0,5.0
41 or above,female,Other,Business,"Rangpur,225",Married,Yes,Other,0.66,0.33,0.33,0.33,3.0
31 - 35,female,Engineering and IT,Engineering,"Netrokona,66",Unmarried,not married,I am not married,1.0,1.0,0.66,1.0,5.0
31 - 35,female,Engineering and IT,Engineering,"Netrokona,66",Unmarried,not married,I am not married,0.33,0.66,0.33,0.66,3.0
31 - 35,female,Engineering and IT,Engineering,"Netrokona,66",Unmarried,not married,I am not married,0.33,0.66,1.0,0.66,4.0
41 or above,prefer not to disclose,Student,Science,"Natore,385",Married,Spouce does not work,Social,0.33,0.33,0.66,0.33,3.0
41 or above,prefer not to disclose,Student,Science,"Natore,385",Married,Spouce does not work,Social,0.33,1.0,0.66,0.66,3.0
41 or above,prefer not to disclose,Student,Science,"Natore,385",Married,Spouce does not work,Social,0.66,0.66,0.33,0.33,3.0
31 - 35,female,Other,Business,"Lalmonirhat,93",Unmarried,not married,I am not married,0.66,0.66,1.0,1.0,5.0
31 - 35,female,Other,Business,"Lalmonirhat,93",Unmarried,not married,I am not married,1.0,0.66,1.0,0.66,5.0
31 - 35,female,Other,Business,"Lalmonirhat,93",Unmarried,not married,I am not married,1.0,0.33,1.0,1.0,5.0
20 - 25,prefer not to disclose,Other,Social,"Chandpur,326",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,4.0
20 - 25,prefer not to disclose,Other,Social,"Chandpur,326",Unmarried,not married,I am not married,0.66,0.66,0.33,0.33,3.0
20 - 25,prefer not to disclose,Other,Social,"Chandpur,326",Unmarried,not married,I am not married,0.66,1.0,1.0,0.66,5.0
20 - 25,female,Engineering and IT,Engineering,"Faridpur,447",Unmarried,not married,I am not married,1.0,0.66,0.33,0.66,4.0
20 - 25,female,Engineering and IT,Engineering,"Faridpur,447",Unmarried,not married,I am not married,1.0,0.66,0.66,0.33,4.0
20 - 25,female,Engineering and IT,Engineering,"Faridpur,447",Unmarried,not married,I am not married,1.0,0.66,0.66,0.66,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Chandpur,253",Married,Spouce does not work,Science,0.66,1.0,0.33,0.66,3.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Chandpur,253",Married,Spouce does not work,Science,1.0,0.66,0.33,0.66,4.0
20 - 25,prefer not to disclose,Engineering and IT,Engineering,"Chandpur,253",Married,Spouce does not work,Science,0.66,1.0,1.0,0.66,5.0
41 or above,male,Medical,"Medical, Biological, Chemical","Pirojpur,221",Unmarried,not married,I am not married,0.66,0.66,0.33,0.66,3.0
41 or above,male,Medical,"Medical, Biological, Chemical","Pirojpur,221",Unmarried,not married,I am not married,0.66,0.33,1.0,0.66,4.0
41 or above,male,Medical,"Medical, Biological, Chemical","Pirojpur,221",Unmarried,not married,I am not married,0.33,0.33,0.33,0.66,2.0
36 - 40,prefer not to disclose,Academia,Science,"Nilphamari,445",Unmarried,not married,I am not married,1.0,1.0,0.66,1.0,5.0
36 - 40,prefer not to disclose,Academia,Science,"Nilphamari,445",Unmarried,not married,I am not married,1.0,0.33,0.66,1.0,4.0
36 - 40,prefer not to disclose,Academia,Science,"Nilphamari,445",Unmarried,not married,I am not married,0.33,1.0,1.0,0.66,5.0
31 - 35,female,Student,Business,"Chuadanga,161",Married,No,Social,0.66,0.33,1.0,0.66,4.0
31 - 35,female,Student,Business,"Chuadanga,161",Married,No,Social,0.33,0.66,1.0,0.66,4.0
31 - 35,female,Student,Business,"Chuadanga,161",Married,No,Social,0.66,1.0,1.0,0.66,5.0
36 - 40,female,Business,Social,"Khulna,371",Unmarried,not married,I am not married,0.33,0.66,0.66,0.66,4.0
36 - 40,female,Business,Social,"Khulna,371",Unmarried,not married,I am not married,0.33,1.0,0.66,0.33,4.0
36 - 40,female,Business,Social,"Khulna,371",Unmarried,not married,I am not married,1.0,0.66,1.0,0.33,5.0
36 - 40,male,Academia,Social,"Patuakhali,364",Married,No,Business,1.0,1.0,0.66,1.0,5.0
36 - 40,male,Academia,Social,"Patuakhali,364",Married,No,Business,1.0,0.66,0.33,1.0,4.0
36 - 40,male,Academia,Social,"Patuakhali,364",Married,No,Business,1.0,1.0,0.33,1.0,5.0
36 - 40,prefer not to disclose,Business,Science,"Lalmonirhat,17",Unmarried,not married,I am not married,1.0,0.33,0.66,0.33,4.0
36 - 40,prefer not to disclose,Business,Science,"Lalmonirhat,17",Unmarried,not married,I am not married,1.0,1.0,1.0,1.0,5.0
36 - 40,prefer not to disclose,Business,Science,"Lalmonirhat,17",Unmarried,not married,I am not married,0.66,1.0,0.33,0.66,4.0
20 - 25,male,Student,Science,"Gaibandha,391",Unmarried,not married,I am not married,0.66,0.33,1.0,0.66,4.0
20 - 25,male,Student,Science,"Gaibandha,391",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,3.0
20 - 25,male,Student,Science,"Gaibandha,391",Unmarried,not married,I am not married,0.66,1.0,0.66,0.66,4.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Kurigram,449",Married,Spouce does not work,Science,0.66,0.66,0.66,0.66,4.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Kurigram,449",Married,Spouce does not work,Science,0.66,0.33,0.66,0.33,3.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Kurigram,449",Married,Spouce does not work,Science,0.66,0.66,0.66,0.33,3.0
20 - 25,female,Student,Social,"Rangpur,144",Unmarried,not married,I am not married,0.66,0.33,0.66,0.66,4.0
20 - 25,female,Student,Social,"Rangpur,144",Unmarried,not married,I am not married,0.33,0.33,1.0,1.0,4.0
20 - 25,female,Student,Social,"Rangpur,144",Unmarried,not married,I am not married,1.0,0.66,1.0,0.66,5.0
20 - 25,female,Business,Science,"Pabna,439",Unmarried,not married,I am not married,1.0,1.0,1.0,0.66,5.0
20 - 25,female,Business,Science,"Pabna,439",Unmarried,not married,I am not married,1.0,0.33,0.33,1.0,4.0
20 - 25,female,Business,Science,"Pabna,439",Unmarried,not married,I am not married,1.0,0.33,0.66,0.66,4.0
31 - 35,female,Academia,Science,"Habiganj,300",Unmarried,not married,I am not married,1.0,0.66,0.66,1.0,4.0
31 - 35,female,Academia,Science,"Habiganj,300",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
31 - 35,female,Academia,Science,"Habiganj,300",Unmarried,not married,I am not married,0.66,0.33,0.33,1.0,3.0
36 - 40,male,Other,Business,"Manikganj,97",Married,Yes,Engineering,0.66,0.33,0.33,0.66,3.0
36 - 40,male,Other,Business,"Manikganj,97",Married,Yes,Engineering,0.66,0.66,0.33,0.66,4.0
36 - 40,male,Other,Business,"Manikganj,97",Married,Yes,Engineering,1.0,1.0,1.0,1.0,5.0
26 - 30,male,Other,Social,"Manikganj,13",Married,Yes,Science,1.0,1.0,1.0,1.0,5.0
26 - 30,male,Other,Social,"Manikganj,13",Married,Yes,Science,0.66,1.0,0.33,0.33,4.0
26 - 30,male,Other,Social,"Manikganj,13",Married,Yes,Science,0.66,1.0,1.0,0.33,4.0
41 or above,female,Other,Science,"Rangpur,358",Married,No,Social,1.0,0.33,0.33,0.33,4.0
41 or above,female,Other,Science,"Rangpur,358",Married,No,Social,1.0,0.33,0.33,1.0,5.0
41 or above,female,Other,Science,"Rangpur,358",Married,No,Social,1.0,0.33,0.66,1.0,5.0
26 - 30,female,Student,Business,"Dinajpur,28",Married,Yes,Science,0.33,0.66,0.33,0.33,2.0
26 - 30,female,Student,Business,"Dinajpur,28",Married,Yes,Science,0.66,0.66,1.0,0.33,4.0
26 - 30,female,Student,Business,"Dinajpur,28",Married,Yes,Science,0.33,0.33,0.66,0.66,3.0
20 - 25,prefer not to disclose,Other,Business,"Magura,48",Unmarried,not married,I am not married,0.33,1.0,1.0,1.0,5.0
20 - 25,prefer not to disclose,Other,Business,"Magura,48",Unmarried,not married,I am not married,0.66,1.0,0.66,1.0,5.0
20 - 25,prefer not to disclose,Other,Business,"Magura,48",Unmarried,not married,I am not married,0.66,0.66,1.0,0.33,5.0
41 or above,female,Academia,Social,"Natore,63",Married,Spouce does not work,Engineering,1.0,1.0,1.0,0.33,5.0
41 or above,female,Academia,Social,"Natore,63",Married,Spouce does not work,Engineering,1.0,0.33,0.33,0.33,4.0
41 or above,female,Academia,Social,"Natore,63",Married,Spouce does not work,Engineering,0.33,0.33,0.66,0.66,3.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Chapainawabganj,175",Married,Spouce does not work,Other,1.0,1.0,1.0,0.66,5.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Chapainawabganj,175",Married,Spouce does not work,Other,1.0,0.66,1.0,0.66,5.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Chapainawabganj,175",Married,Spouce does not work,Other,0.33,1.0,0.66,1.0,5.0
20 - 25,female,Other,Social,"Mymensingh,213",Married,Yes,Business,1.0,0.33,1.0,0.33,5.0
20 - 25,female,Other,Social,"Mymensingh,213",Married,Yes,Business,0.66,0.33,0.33,0.66,4.0
20 - 25,female,Other,Social,"Mymensingh,213",Married,Yes,Business,0.33,1.0,0.33,0.33,3.0
41 or above,prefer not to disclose,Academia,Social,"Mymensingh,490",Unmarried,not married,I am not married,0.33,1.0,1.0,0.33,5.0
41 or above,prefer not to disclose,Academia,Social,"Mymensingh,490",Unmarried,not married,I am not married,1.0,0.66,0.66,1.0,4.0
41 or above,prefer not to disclose,Academia,Social,"Mymensingh,490",Unmarried,not married,I am not married,1.0,0.33,1.0,1.0,5.0
26 - 30,prefer not to disclose,Student,Social,"Sirajganj,328",Married,Yes,Business,0.33,0.33,1.0,1.0,4.0
26 - 30,prefer not to disclose,Student,Social,"Sirajganj,328",Married,Yes,Business,1.0,0.66,0.33,0.66,4.0
26 - 30,prefer not to disclose,Student,Social,"Sirajganj,328",Married,Yes,Business,0.33,0.33,0.33,1.0,3.0
31 - 35,prefer not to disclose,Student,Social,"Moulvibazar,130",Unmarried,not married,I am not married,0.33,1.0,1.0,1.0,5.0
31 - 35,prefer not to disclose,Student,Social,"Moulvibazar,130",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
31 - 35,prefer not to disclose,Student,Social,"Moulvibazar,130",Unmarried,not married,I am not married,1.0,1.0,0.66,1.0,5.0
36 - 40,male,Business,Social,"Khulna,364",Married,Yes,Other,0.66,1.0,0.66,0.33,4.0
36 - 40,male,Business,Social,"Khulna,364",Married,Yes,Other,1.0,0.66,1.0,0.33,4.0
