age,gender,occupation,education,hometown,marital status,spouse moving status,spouse employment status,security,schooling,house rent,distance from HT,satisfaction
31 - 35,prefer not to disclose,Academia,Social,"Pirojpur,331",Married,Yes,Science,1.0,0.33,1.0,0.66,5.0
31 - 35,prefer not to disclose,Academia,Social,"Pirojpur,331",Married,Yes,Science,0.66,1.0,1.0,1.0,5.0
41 or above,male,Business,Social,"Natore,287",Unmarried,not married,I am not married,1.0,0.66,0.66,1.0,5.0
41 or above,male,Business,Social,"Natore,287",Unmarried,not married,I am not married,0.66,1.0,0.33,0.66,4.0
41 or above,male,Business,Social,"Natore,287",Unmarried,not married,I am not married,1.0,0.33,0.66,1.0,4.0
20 - 25,prefer not to disclose,Academia,Social,"Rangpur,173",Unmarried,not married,I am not married,1.0,1.0,0.66,0.66,5.0
20 - 25,prefer not to disclose,Academia,Social,"Rangpur,173",Unmarried,not married,I am not married,0.66,1.0,0.33,1.0,4.0
20 - 25,prefer not to disclose,Academia,Social,"Rangpur,173",Unmarried,not married,I am not married,0.66,0.33,0.33,0.66,3.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Sherpur,354",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,3.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Sherpur,354",Unmarried,not married,I am not married,0.66,0.66,0.33,0.66,4.0
20 - 25,prefer not to disclose,Medical,"Medical, Biological, Chemical","Sherpur,354",Unmarried,not married,I am not married,1.0,0.33,0.66,0.66,4.0
36 - 40,prefer not to disclose,Business,Science,"Rajshahi,156",Unmarried,not married,I am not married,0.33,0.33,1.0,0.33,4.0
36 - 40,prefer not to disclose,Business,Science,"Rajshahi,156",Unmarried,not married,I am not married,0.33,0.33,1.0,0.33,4.0
36 - 40,prefer not to disclose,Business,Science,"Rajshahi,156",Unmarried,not married,I am not married,0.66,0.33,1.0,1.0,5.0
31 - 35,female,Academia,Social,"Comilla,484",Unmarried,not married,I am not married,1.0,0.66,1.0,0.66,5.0
31 - 35,female,Academia,Social,"Comilla,484",Unmarried,not married,I am not married,0.33,0.33,0.33,0.33,2.0
31 - 35,female,Academia,Social,"Comilla,484",Unmarried,not married,I am not married,0.66,1.0,0.66,0.33,5.0
36 - 40,female,Engineering and IT,Engineering,"Sunamganj,445",Married,Yes,Other,1.0,0.66,0.33,0.66,4.0
36 - 40,female,Engineering and IT,Engineering,"Sunamganj,445",Married,Yes,Other,0.66,0.66,0.66,0.66,4.0
36 - 40,female,Engineering and IT,Engineering,"Sunamganj,445",Married,Yes,Other,0.33,1.0,1.0,0.33,3.0
41 or above,prefer not to disclose,Other,Business,"Netrokona,428",Unmarried,not married,I am not married,0.66,0.33,0.33,0.33,3.0
41 or above,prefer not to disclose,Other,Business,"Netrokona,428",Unmarried,not married,I am not married,0.66,1.0,0.66,0.33,5.0
41 or above,prefer not to disclose,Other,Business,"Netrokona,428",Unmarried,not married,I am not married,0.33,1.0,1.0,0.66,5.0
31 - 35,male,Engineering and IT,Engineering,"Pabna,325",Unmarried,not married,I am not married,0.66,0.66,0.66,1.0,4.0
31 - 35,male,Engineering and IT,Engineering,"Pabna,325",Unmarried,not married,I am not married,0.33,0.33,1.0,1.0,4.0
31 - 35,male,Engineering and IT,Engineering,"Pabna,325",Unmarried,not married,I am not married,0.66,0.33,1.0,0.33,4.0
41 or above,male,Academia,Business,"Meherpur,372",Married,Yes,Other,1.0,1.0,0.66,1.0,5.0
41 or above,male,Academia,Business,"Meherpur,372",Married,Yes,Other,0.66,0.66,0.66,0.66,4.0
41 or above,male,Academia,Business,"Meherpur,372",Married,Yes,Other,0.33,0.33,0.66,0.33,3.0
31 - 35,prefer not to disclose,Business,Science,"Chapainawabganj,217",Married,Yes,"Medical, Biological, Chemical",0.33,1.0,0.66,1.0,4.0
31 - 35,prefer not to disclose,Business,Science,"Chapainawabganj,217",Married,Yes,"Medical, Biological, Chemical",0.66,0.66,0.33,0.66,4.0
31 - 35,prefer not to disclose,Business,Science,"Chapainawabganj,217",Married,Yes,"Medical, Biological, Chemical",0.33,1.0,0.33,0.33,3.0
26 - 30,prefer not to disclose,Business,Business,"Narayanganj,238",Unmarried,not married,I am not married,0.66,1.0,1.0,1.0,5.0
26 - 30,prefer not to disclose,Business,Business,"Narayanganj,238",Unmarried,not married,I am not married,0.33,0.33,1.0,0.66,4.0
26 - 30,prefer not to disclose,Business,Business,"Narayanganj,238",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
20 - 25,prefer not to disclose,Other,Science,"Khulna,440",Unmarried,not married,I am not married,0.33,1.0,0.33,0.33,3.0
20 - 25,prefer not to disclose,Other,Science,"Khulna,440",Unmarried,not married,I am not married,1.0,0.33,0.33,1.0,4.0
20 - 25,prefer not to disclose,Other,Science,"Khulna,440",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,4.0
31 - 35,prefer not to disclose,Other,Science,"Rajshahi,157",Married,Yes,"Medical, Biological, Chemical",0.66,1.0,0.66,0.66,4.0
31 - 35,prefer not to disclose,Other,Science,"Rajshahi,157",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,0.66,1.0,5.0
31 - 35,prefer not to disclose,Other,Science,"Rajshahi,157",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,0.66,1.0,5.0
41 or above,female,Engineering and IT,Engineering,"Lalmonirhat,156",Unmarried,not married,I am not married,0.66,1.0,1.0,0.66,5.0
41 or above,female,Engineering and IT,Engineering,"Lalmonirhat,156",Unmarried,not married,I am not married,1.0,0.33,0.33,1.0,3.0
41 or above,female,Engineering and IT,Engineering,"Lalmonirhat,156",Unmarried,not married,I am not married,0.66,0.33,0.66,0.33,4.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Sherpur,412",Married,Spouce does not work,Engineering,0.33,0.33,1.0,1.0,4.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Sherpur,412",Married,Spouce does not work,Engineering,0.33,0.66,0.66,1.0,4.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Sherpur,412",Married,Spouce does not work,Engineering,1.0,1.0,0.33,0.66,5.0
31 - 35,female,Engineering and IT,Engineering,"Kishoreganj,192",Married,No,Social,0.66,1.0,0.33,1.0,4.0
31 - 35,female,Engineering and IT,Engineering,"Kishoreganj,192",Married,No,Social,1.0,0.66,0.33,1.0,5.0
31 - 35,female,Engineering and IT,Engineering,"Kishoreganj,192",Married,No,Social,1.0,1.0,0.33,1.0,5.0
20 - 25,male,Student,Social,"Jhenaidah,396",Married,Spouce does not work,Social,0.66,1.0,0.66,1.0,5.0
20 - 25,male,Student,Social,"Jhenaidah,396",Married,Spouce does not work,Social,0.33,0.66,0.66,1.0,4.0
20 - 25,male,Student,Social,"Jhenaidah,396",Married,Spouce does not work,Social,1.0,0.33,0.66,1.0,5.0
20 - 25,male,Student,Business,"Chandpur,472",Unmarried,not married,I am not married,1.0,0.33,0.33,0.66,3.0
20 - 25,male,Student,Business,"Chandpur,472",Unmarried,not married,I am not married,1.0,0.66,0.66,1.0,5.0
20 - 25,male,Student,Business,"Chandpur,472",Unmarried,not married,I am not married,1.0,0.66,0.66,1.0,4.0
26 - 30,male,Engineering and IT,Engineering,"Habiganj,87",Married,No,Other,1.0,1.0,1.0,1.0,5.0
26 - 30,male,Engineering and IT,Engineering,"Habiganj,87",Married,No,Other,0.66,0.33,0.66,0.33,3.0
26 - 30,male,Engineering and IT,Engineering,"Habiganj,87",Married,No,Other,0.66,0.33,0.33,0.33,3.0
41 or above,prefer not to disclose,Academia,Business,"Panchagarh,315",Unmarried,not married,I am not married,0.66,0.66,0.33,0.66,3.0
41 or above,prefer not to disclose,Academia,Business,"Panchagarh,315",Unmarried,not married,I am not married,0.33,0.66,1.0,1.0,5.0
41 or above,prefer not to disclose,Academia,Business,"Panchagarh,315",Unmarried,not married,I am not married,1.0,0.66,0.33,1.0,4.0
41 or above,male,Engineering and IT,Engineering,"Kushtia,386",Unmarried,not married,I am not married,0.33,1.0,0.33,0.33,3.0
41 or above,male,Engineering and IT,Engineering,"Kushtia,386",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
41 or above,male,Engineering and IT,Engineering,"Kushtia,386",Unmarried,not married,I am not married,0.66,0.66,0.33,0.33,3.0
36 - 40,male,Student,Social,"Noakhali,403",Unmarried,not married,I am not married,0.66,1.0,0.33,1.0,4.0
36 - 40,male,Student,Social,"Noakhali,403",Unmarried,not married,I am not married,0.66,1.0,0.66,1.0,5.0
36 - 40,male,Student,Social,"Noakhali,403",Unmarried,not married,I am not married,0.33,0.66,0.33,1.0,3.0
26 - 30,male,Engineering and IT,Engineering,"Satkhira,161",Unmarried,not married,I am not married,0.33,0.33,1.0,1.0,4.0
26 - 30,male,Engineering and IT,Engineering,"Satkhira,161",Unmarried,not married,I am not married,0.33,0.66,1.0,1.0,5.0
26 - 30,male,Engineering and IT,Engineering,"Satkhira,161",Unmarried,not married,I am not married,0.66,0.33,0.66,0.66,4.0
20 - 25,female,Academia,Science,"Rangpur,323",Unmarried,not married,I am not married,1.0,0.33,0.33,1.0,3.0
20 - 25,female,Academia,Science,"Rangpur,323",Unmarried,not married,I am not married,0.66,0.33,1.0,0.66,4.0
20 - 25,female,Academia,Science,"Rangpur,323",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,2.0
26 - 30,male,Student,Social,"Tangail,150",Married,Spouce does not work,Other,0.66,1.0,0.33,1.0,5.0
26 - 30,male,Student,Social,"Tangail,150",Married,Spouce does not work,Other,1.0,0.66,0.33,0.33,4.0
26 - 30,male,Student,Social,"Tangail,150",Married,Spouce does not work,Other,0.33,0.66,0.33,0.33,3.0
41 or above,prefer not to disclose,Student,Business,"Kishoreganj,401",Unmarried,not married,I am not married,1.0,0.33,0.66,0.33,4.0
41 or above,prefer not to disclose,Student,Business,"Kishoreganj,401",Unmarried,not married,I am not married,0.33,1.0,1.0,1.0,5.0
41 or above,prefer not to disclose,Student,Business,"Kishoreganj,401",Unmarried,not married,I am not married,1.0,0.33,1.0,0.33,4.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Naogaon,111",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,3.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Naogaon,111",Unmarried,not married,I am not married,1.0,0.66,1.0,1.0,5.0
31 - 35,male,Medical,"Medical, Biological, Chemical","Naogaon,111",Unmarried,not married,I am not married,0.66,0.33,0.33,0.33,3.0
36 - 40,female,Other,Science,"Brahmanbaria,357",Married,Spouce does not work,Engineering,0.33,1.0,1.0,1.0,4.0
36 - 40,female,Other,Science,"Brahmanbaria,357",Married,Spouce does not work,Engineering,0.66,1.0,0.66,0.66,4.0
36 - 40,female,Other,Science,"Brahmanbaria,357",Married,Spouce does not work,Engineering,0.33,1.0,1.0,1.0,4.0
31 - 35,prefer not to disclose,Engineering and IT,Engineering,"Bandarban,376",Married,Spouce does not work,Social,0.33,0.66,0.66,0.66,3.0
31 - 35,prefer not to disclose,Engineering and IT,Engineering,"Bandarban,376",Married,Spouce does not work,Social,0.66,1.0,0.66,0.66,4.0
31 - 35,prefer not to disclose,Engineering and IT,Engineering,"Bandarban,376",Married,Spouce does not work,Social,1.0,0.33,0.66,1.0,5.0
31 - 35,female,Other,Social,"Jhalokati,365",Married,Yes,"Medical, Biological, Chemical",0.33,0.66,1.0,0.66,4.0
31 - 35,female,Other,Social,"Jhalokati,365",Married,Yes,"Medical, Biological, Chemical",0.33,0.66,0.33,0.66,3.0
31 - 35,female,Other,Social,"Jhalokati,365",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,0.66,0.66,5.0
31 - 35,prefer not to disclose,Student,Science,"Khulna,224",Unmarried,not married,I am not married,1.0,1.0,1.0,0.66,5.0
31 - 35,prefer not to disclose,Student,Science,"Khulna,224",Unmarried,not married,I am not married,0.33,0.33,0.33,0.66,3.0
31 - 35,prefer not to disclose,Student,Science,"Khulna,224",Unmarried,not married,I am not married,0.33,0.66,0.66,0.33,4.0
36 - 40,prefer not to disclose,Academia,Social,"Gazipur,89",Married,Yes,"Medical, Biological, Chemical",1.0,0.66,1.0,0.33,4.0
36 - 40,prefer not to disclose,Academia,Social,"Gazipur,89",Married,Yes,"Medical, Biological, Chemical",0.33,0.66,0.33,1.0,3.0
36 - 40,prefer not to disclose,Academia,Social,"Gazipur,89",Married,Yes,"Medical, Biological, Chemical",1.0,0.66,0.66,1.0,5.0
31 - 35,prefer not to disclose,Academia,Business,"Gaibandha,181",Married,Yes,Engineering,0.33,0.33,1.0,1.0,4.0
31 - 35,prefer not to disclose,Academia,Business,"Gaibandha,181",Married,Yes,Engineering,0.66,0.66,0.33,0.33,3.0
31 - 35,prefer not to disclose,Academia,Business,"Gaibandha,181",Married,Yes,Engineering,1.0,1.0,0.33,0.66,5.0
31 - 35,prefer not to disclose,Student,Science,"Manikganj,217",Married,Yes,"Medical, Biological, Chemical",0.66,0.66,0.66,1.0,5.0
31 - 35,prefer not to disclose,Student,Science,"Manikganj,217",Married,Yes,"Medical, Biological, Chemical",0.66,1.0,0.33,0.66,3.0
31 - 35,prefer not to disclose,Student,Science,"Manikganj,217",Married,Yes,"Medical, Biological, Chemical",1.0,0.66,0.66,1.0,5.0
26 - 30,male,Student,Social,"Narail,216",Married,Spouce does not work,"Medical, Biological, Chemical",0.66,0.33,0.66,0.33,3.0
26 - 30,male,Student,Social,"Narail,216",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.33,0.66,0.66,3.0
26 - 30,male,Student,Social,"Narail,216",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.33,0.33,1.0,4.0
26 - 30,female,Business,Social,"Kushtia,36",Married,Yes,Social,0.66,0.66,1.0,1.0,5.0
26 - 30,female,Business,Social,"Kushtia,36",Married,Yes,Social,0.66,0.33,0.66,1.0,4.0
26 - 30,female,Business,Social,"Kushtia,36",Married,Yes,Social,0.33,0.66,0.33,1.0,4.0
36 - 40,male,Engineering and IT,Engineering,"Jessore,359",Unmarried,not married,I am not married,0.33,0.33,0.33,0.33,2.0
36 - 40,male,Engineering and IT,Engineering,"Jessore,359",Unmarried,not married,I am not married,1.0,0.66,0.33,0.66,3.0
36 - 40,male,Engineering and IT,Engineering,"Jessore,359",Unmarried,not married,I am not married,0.33,0.66,1.0,0.66,5.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Khulna,323",Married,Yes,"Medical, Biological, Chemical",0.66,0.66,0.33,1.0,4.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Khulna,323",Married,Yes,"Medical, Biological, Chemical",1.0,0.66,1.0,0.33,5.0
26 - 30,female,Medical,"Medical, Biological, Chemical","Khulna,323",Married,Yes,"Medical, Biological, Chemical",0.66,0.66,0.66,0.66,4.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Narsingdi,398",Unmarried,not married,I am not married,0.66,0.66,1.0,0.33,5.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Narsingdi,398",Unmarried,not married,I am not married,0.33,0.66,1.0,1.0,5.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Narsingdi,398",Unmarried,not married,I am not married,0.33,1.0,1.0,0.33,5.0
26 - 30,prefer not to disclose,Other,Social,"Khagrachhari,440",Married,Yes,Engineering,1.0,0.66,0.33,0.66,4.0
26 - 30,prefer not to disclose,Other,Social,"Khagrachhari,440",Married,Yes,Engineering,0.33,1.0,0.33,0.66,4.0
26 - 30,prefer not to disclose,Other,Social,"Khagrachhari,440",Married,Yes,Engineering,1.0,1.0,0.66,0.33,4.0
20 - 25,male,Other,Business,"Madaripur,451",Married,Spouce does not work,Business,0.33,1.0,0.66,0.66,4.0
20 - 25,male,Other,Business,"Madaripur,451",Married,Spouce does not work,Business,0.66,1.0,1.0,1.0,5.0
20 - 25,male,Other,Business,"Madaripur,451",Married,Spouce does not work,Business,0.33,1.0,1.0,0.33,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Rajshahi,329",Unmarried,not married,I am not married,1.0,0.33,0.66,0.33,4.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Rajshahi,329",Unmarried,not married,I am not married,0.33,0.33,0.66,0.66,3.0
31 - 35,prefer not to disclose,Medical,"Medical, Biological, Chemical","Rajshahi,329",Unmarried,not married,I am not married,1.0,1.0,0.33,0.66,4.0
36 - 40,female,Business,Science,"Sirajganj,463",Married,No,Social,0.66,1.0,1.0,1.0,5.0
36 - 40,female,Business,Science,"Sirajganj,463",Married,No,Social,0.66,1.0,0.66,0.66,4.0
36 - 40,female,Business,Science,"Sirajganj,463",Married,No,Social,0.33,0.33,0.66,1.0,4.0
36 - 40,male,Engineering and IT,Engineering,"Feni,285",Married,Yes,Other,0.66,0.66,1.0,0.66,5.0
36 - 40,male,Engineering and IT,Engineering,"Feni,285",Married,Yes,Other,1.0,0.33,1.0,0.66,5.0
36 - 40,male,Engineering and IT,Engineering,"Feni,285",Married,Yes,Other,1.0,1.0,0.33,0.66,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Chuadanga,336",Married,No,Business,0.66,0.66,1.0,1.0,5.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Chuadanga,336",Married,No,Business,1.0,1.0,1.0,0.66,5.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Chuadanga,336",Married,No,Business,1.0,0.66,0.33,0.33,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Patuakhali,430",Unmarried,not married,I am not married,0.66,0.66,0.33,0.33,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Patuakhali,430",Unmarried,not married,I am not married,0.66,0.66,0.66,0.33,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Patuakhali,430",Unmarried,not married,I am not married,0.33,0.66,0.66,0.66,4.0
20 - 25,female,Engineering and IT,Engineering,"Barisal,170",Unmarried,not married,I am not married,0.33,0.66,1.0,0.33,4.0
20 - 25,female,Engineering and IT,Engineering,"Barisal,170",Unmarried,not married,I am not married,0.33,0.33,0.66,0.33,3.0
20 - 25,female,Engineering and IT,Engineering,"Barisal,170",Unmarried,not married,I am not married,1.0,1.0,0.33,0.66,4.0
41 or above,prefer not to disclose,Student,Science,"Mymensingh,291",Married,No,Social,0.33,0.66,0.66,0.33,3.0
41 or above,prefer not to disclose,Student,Science,"Mymensingh,291",Married,No,Social,1.0,0.33,0.66,0.66,4.0
41 or above,prefer not to disclose,Student,Science,"Mymensingh,291",Married,No,Social,0.33,1.0,0.33,0.33,3.0
41 or above,male,Academia,Social,"Pabna,36",Unmarried,not married,I am not married,1.0,0.33,0.33,1.0,3.0
41 or above,male,Academia,Social,"Pabna,36",Unmarried,not married,I am not married,0.33,0.66,0.33,0.66,3.0
41 or above,male,Academia,Social,"Pabna,36",Unmarried,not married,I am not married,0.33,1.0,0.66,0.66,4.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Kurigram,9",Unmarried,not married,I am not married,1.0,0.33,0.66,0.66,4.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Kurigram,9",Unmarried,not married,I am not married,1.0,0.66,0.66,0.33,4.0
20 - 25,female,Medical,"Medical, Biological, Chemical","Kurigram,9",Unmarried,not married,I am not married,1.0,1.0,0.33,0.33,4.0
36 - 40,prefer not to disclose,Medical,"Medical, Biological, Chemical","Narsingdi,72",Married,Yes,Science,0.33,0.33,0.33,0.66,3.0
36 - 40,prefer not to disclose,Medical,"Medical, Biological, Chemical","Narsingdi,72",Married,Yes,Science,1.0,0.66,0.33,1.0,5.0
36 - 40,prefer not to disclose,Medical,"Medical, Biological, Chemical","Narsingdi,72",Married,Yes,Science,1.0,0.66,1.0,0.33,5.0
26 - 30,prefer not to disclose,Student,Science,"Sunamganj,37",Unmarried,not married,I am not married,0.33,0.33,1.0,0.66,4.0
26 - 30,prefer not to disclose,Student,Science,"Sunamganj,37",Unmarried,not married,I am not married,0.33,0.66,0.66,1.0,4.0
26 - 30,prefer not to disclose,Student,Science,"Sunamganj,37",Unmarried,not married,I am not married,0.66,1.0,0.66,0.66,4.0
26 - 30,prefer not to disclose,Academia,Business,"Nilphamari,75",Married,Yes,Other,0.33,1.0,0.66,1.0,5.0
26 - 30,prefer not to disclose,Academia,Business,"Nilphamari,75",Married,Yes,Other,1.0,0.33,0.33,0.33,3.0
26 - 30,prefer not to disclose,Academia,Business,"Nilphamari,75",Married,Yes,Other,0.33,0.66,1.0,0.33,4.0
36 - 40,male,Other,Science,"Panchagarh,118",Unmarried,not married,I am not married,1.0,1.0,0.33,0.33,4.0
36 - 40,male,Other,Science,"Panchagarh,118",Unmarried,not married,I am not married,1.0,1.0,1.0,0.66,5.0
36 - 40,male,Other,Science,"Panchagarh,118",Unmarried,not married,I am not married,0.33,1.0,1.0,0.33,5.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Tangail,240",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,3.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Tangail,240",Unmarried,not married,I am not married,0.33,0.33,0.33,1.0,3.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Tangail,240",Unmarried,not married,I am not married,0.33,1.0,1.0,1.0,5.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Pirojpur,129",Married,No,Other,0.33,0.66,0.33,0.33,3.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Pirojpur,129",Married,No,Other,0.33,0.33,0.33,1.0,3.0
26 - 30,male,Medical,"Medical, Biological, Chemical","Pirojpur,129",Married,No,Other,0.33,0.33,0.66,1.0,4.0
20 - 25,prefer not to disclose,Academia,Science,"Gaibandha,157",Married,Spouce does not work,Business,0.66,1.0,0.66,0.66,4.0
20 - 25,prefer not to disclose,Academia,Science,"Gaibandha,157",Married,Spouce does not work,Business,1.0,0.66,1.0,1.0,5.0
20 - 25,prefer not to disclose,Academia,Science,"Gaibandha,157",Married,Spouce does not work,Business,1.0,0.33,1.0,0.33,5.0
36 - 40,prefer not to disclose,Student,Business,"Gaibandha,336",Unmarried,not married,I am not married,0.66,0.33,0.33,0.33,3.0
36 - 40,prefer not to disclose,Student,Business,"Gaibandha,336",Unmarried,not married,I am not married,0.66,0.33,0.66,1.0,3.0
36 - 40,prefer not to disclose,Student,Business,"Gaibandha,336",Unmarried,not married,I am not married,1.0,0.33,1.0,0.66,5.0
41 or above,female,Business,Social,"Comilla,361",Unmarried,not married,I am not married,0.33,0.33,0.33,0.33,2.0
41 or above,female,Business,Social,"Comilla,361",Unmarried,not married,I am not married,0.66,0.33,0.66,1.0,3.0
41 or above,female,Business,Social,"Comilla,361",Unmarried,not married,I am not married,0.66,1.0,0.66,0.33,5.0
26 - 30,female,Other,Science,"Dhaka,478",Unmarried,not married,I am not married,0.33,0.66,0.66,1.0,4.0
26 - 30,female,Other,Science,"Dhaka,478",Unmarried,not married,I am not married,0.33,1.0,1.0,0.66,5.0
26 - 30,female,Other,Science,"Dhaka,478",Unmarried,not married,I am not married,1.0,0.33,0.66,0.33,4.0
31 - 35,female,Academia,Social,"Manikganj,307",Married,Yes,Science,1.0,0.66,0.66,0.66,5.0
31 - 35,female,Academia,Social,"Manikganj,307",Married,Yes,Science,0.66,1.0,1.0,0.66,5.0
31 - 35,female,Academia,Social,"Manikganj,307",Married,Yes,Science,1.0,0.66,0.66,0.33,4.0
36 - 40,prefer not to disclose,Student,Business,"Pabna,326",Married,Spouce does not work,Engineering,0.66,0.66,1.0,0.33,4.0
36 - 40,prefer not to disclose,Student,Business,"Pabna,326",Married,Spouce does not work,Engineering,0.33,1.0,1.0,0.66,5.0
36 - 40,prefer not to disclose,Student,Business,"Pabna,326",Married,Spouce does not work,Engineering,0.66,0.33,1.0,0.66,4.0
26 - 30,prefer not to disclose,Academia,Science,"Sirajganj,34",Unmarried,not married,I am not married,0.66,0.66,0.66,0.66,4.0
26 - 30,prefer not to disclose,Academia,Science,"Sirajganj,34",Unmarried,not married,I am not married,0.66,0.33,1.0,0.66,4.0
26 - 30,prefer not to disclose,Academia,Science,"Sirajganj,34",Unmarried,not married,I am not married,1.0,0.66,0.66,1.0,5.0
26 - 30,prefer not to disclose,Business,Science,"Dinajpur,43",Married,Spouce does not work,"Medical, Biological, Chemical",0.66,1.0,1.0,0.33,4.0
26 - 30,prefer not to disclose,Business,Science,"Dinajpur,43",Married,Spouce does not work,"Medical, Biological, Chemical",1.0,0.33,0.66,0.66,4.0
26 - 30,prefer not to disclose,Business,Science,"Dinajpur,43",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.66,1.0,0.33,3.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Patuakhali,328",Unmarried,not married,I am not married,0.33,1.0,0.66,1.0,5.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Patuakhali,328",Unmarried,not married,I am not married,0.33,0.33,1.0,0.66,4.0
36 - 40,prefer not to disclose,Engineering and IT,Engineering,"Patuakhali,328",Unmarried,not married,I am not married,0.66,1.0,0.66,1.0,5.0
20 - 25,prefer not to disclose,Academia,Science,"Brahmanbaria,327",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,0.66,1.0,5.0
20 - 25,prefer not to disclose,Academia,Science,"Brahmanbaria,327",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,0.66,1.0,5.0
20 - 25,prefer not to disclose,Academia,Science,"Brahmanbaria,327",Married,Yes,"Medical, Biological, Chemical",1.0,1.0,0.33,0.66,4.0
41 or above,female,Other,Social,"Cox's Bazar,1",Married,No,Other,0.66,0.33,0.66,1.0,4.0
41 or above,female,Other,Social,"Cox's Bazar,1",Married,No,Other,0.66,0.66,0.33,0.66,4.0
41 or above,female,Other,Social,"Cox's Bazar,1",Married,No,Other,0.66,1.0,0.33,0.33,3.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Netrokona,51",Unmarried,not married,I am not married,1.0,1.0,0.66,1.0,5.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Netrokona,51",Unmarried,not married,I am not married,0.66,0.33,0.66,0.33,3.0
41 or above,prefer not to disclose,Engineering and IT,Engineering,"Netrokona,51",Unmarried,not married,I am not married,0.66,0.33,1.0,1.0,5.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Chuadanga,247",Married,No,Engineering,0.66,1.0,0.66,0.33,4.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Chuadanga,247",Married,No,Engineering,0.66,0.33,0.66,0.33,3.0
36 - 40,female,Medical,"Medical, Biological, Chemical","Chuadanga,247",Married,No,Engineering,0.66,1.0,0.33,1.0,4.0
36 - 40,female,Other,Science,"Bhola,53",Married,No,Other,0.66,0.66,0.33,0.66,4.0
36 - 40,female,Other,Science,"Bhola,53",Married,No,Other,0.33,0.66,0.33,0.66,3.0
36 - 40,female,Other,Science,"Bhola,53",Married,No,Other,1.0,0.33,0.33,1.0,5.0
26 - 30,male,Other,Business,"Joypurhat,293",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.33,1.0,0.66,4.0
26 - 30,male,Other,Business,"Joypurhat,293",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,0.66,0.33,0.33,3.0
26 - 30,male,Other,Business,"Joypurhat,293",Married,Spouce does not work,"Medical, Biological, Chemical",0.33,1.0,1.0,1.0,5.0
41 or above,male,Student,Business,"Pabna,374",Unmarried,not married,I am not married,0.66,1.0,0.66,1.0,5.0
41 or above,male,Student,Business,"Pabna,374",Unmarried,not married,I am not married,0.66,1.0,1.0,1.0,5.0
41 or above,male,Student,Business,"Pabna,374",Unmarried,not married,I am not married,0.66,0.66,0.33,0.66,3.0
36 - 40,male,Medical,"Medical, Biological, Chemical","Lakshmipur,65",Unmarried,not married,I am not married,0.33,1.0,0.33,1.0,3.0
